jvm_short,jvm_descr,jvm_major_version,gc_descr,gc_short,framework,memflag,compl_req,failed_req,req_per_sec,time_per_req_avg,cpus,concurrency,duration
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Helidon SE,-Xmx128m -Xms128m,43396,0,4337.89,0.231,4,1,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Helidon SE,-Xmx128m -Xms128m,50787,0,5075.05,0.197,4,4,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Spring Boot,-Xmx128m -Xms128m,19086,0,1908.59,0.524,1,1,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Spring Boot,-Xmx128m -Xms128m,21156,0,2115.54,0.473,1,4,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Spring Boot,-Xmx128m -Xms128m,18701,0,1870.04,0.535,4,1,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Spring Boot,-Xmx128m -Xms128m,20918,0,2091.75,0.478,4,4,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Micronaut,-Xmx128m -Xms128m,27801,0,2780.09,0.360,1,1,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Micronaut,-Xmx128m -Xms128m,35959,0,3595.83,0.278,1,4,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Micronaut,-Xmx128m -Xms128m,29494,0,2949.37,0.339,4,1,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Micronaut,-Xmx128m -Xms128m,35831,0,3583.07,0.279,4,4,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Open Liberty,-Xmx128m -Xms128m,22140,0,2213.94,0.452,1,1,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Open Liberty,-Xmx128m -Xms128m,24360,0,2435.99,0.411,1,4,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Open Liberty,-Xmx128m -Xms128m,20316,0,2031.59,0.492,4,1,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Open Liberty,-Xmx128m -Xms128m,21184,0,2118.31,0.472,4,4,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Spring Boot WebFlux,-Xmx128m -Xms128m,30156,0,3015.60,0.332,1,1,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Spring Boot WebFlux,-Xmx128m -Xms128m,33135,0,3313.47,0.302,1,4,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Spring Boot WebFlux,-Xmx128m -Xms128m,30722,0,3068.94,0.326,4,1,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Spring Boot WebFlux,-Xmx128m -Xms128m,29121,0,2912.08,0.343,4,4,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,No framework,-Xmx128m -Xms128m,92299,0,9229.85,0.108,1,1,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,No framework,-Xmx128m -Xms128m,147416,0,14741.58,0.068,1,4,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,No framework,-Xmx128m -Xms128m,96937,0,9693.65,0.103,4,1,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,No framework,-Xmx128m -Xms128m,154720,0,15471.94,0.065,4,4,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Vert.x,-Xmx128m -Xms128m,73991,0,7399.09,0.135,1,1,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Vert.x,-Xmx128m -Xms128m,110818,0,11081.79,0.090,1,4,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Vert.x,-Xmx128m -Xms128m,79929,0,7992.88,0.125,4,1,10
openjdk_13_00,OpenJDK 13,13,G1GC,G1GC,Vert.x,-Xmx128m -Xms128m,108145,0,10814.49,0.092,4,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Akka,-Xmx512m -Xms512m,8915,0,891.47,1.122,1,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Akka,-Xmx512m -Xms512m,9463,0,946.27,1.057,1,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Akka,-Xmx512m -Xms512m,8857,0,885.25,1.130,4,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Akka,-Xmx512m -Xms512m,8995,0,899.50,1.112,4,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Quarkus,-Xmx512m -Xms512m,49633,0,4960.66,0.202,1,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Quarkus,-Xmx512m -Xms512m,45996,0,4599.60,0.217,1,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Quarkus,-Xmx512m -Xms512m,46483,0,4648.29,0.215,4,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Quarkus,-Xmx512m -Xms512m,52086,0,5208.59,0.192,4,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Helidon SE,-Xmx512m -Xms512m,53650,0,5364.99,0.186,1,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Helidon SE,-Xmx512m -Xms512m,55936,0,5592.61,0.179,1,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Helidon SE,-Xmx512m -Xms512m,40365,0,4033.64,0.248,4,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Helidon SE,-Xmx512m -Xms512m,64786,0,6478.58,0.154,4,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Spring Boot,-Xmx512m -Xms512m,21066,0,2106.57,0.475,1,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Spring Boot,-Xmx512m -Xms512m,23250,0,2324.97,0.430,1,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Spring Boot,-Xmx512m -Xms512m,20703,0,2070.30,0.483,4,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Spring Boot,-Xmx512m -Xms512m,22769,0,2276.88,0.439,4,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Micronaut,-Xmx512m -Xms512m,32302,0,3230.16,0.310,1,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Micronaut,-Xmx512m -Xms512m,37781,0,3778.07,0.265,1,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Micronaut,-Xmx512m -Xms512m,30668,0,3066.78,0.326,4,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Micronaut,-Xmx512m -Xms512m,36032,0,3602.82,0.278,4,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Open Liberty,-Xmx512m -Xms512m,23014,0,2301.40,0.435,1,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Open Liberty,-Xmx512m -Xms512m,24117,0,2411.58,0.415,1,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Open Liberty,-Xmx512m -Xms512m,21160,0,2115.97,0.473,4,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Open Liberty,-Xmx512m -Xms512m,18572,0,1857.17,0.538,4,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Spring Boot WebFlux,-Xmx512m -Xms512m,34470,0,3445.59,0.290,1,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Spring Boot WebFlux,-Xmx512m -Xms512m,37678,0,3767.79,0.265,1,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Spring Boot WebFlux,-Xmx512m -Xms512m,32472,0,3247.16,0.308,4,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Spring Boot WebFlux,-Xmx512m -Xms512m,39260,0,3925.95,0.255,4,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,No framework,-Xmx512m -Xms512m,106286,0,10628.59,0.094,1,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,No framework,-Xmx512m -Xms512m,162954,0,16295.37,0.061,1,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,No framework,-Xmx512m -Xms512m,108190,0,10818.96,0.092,4,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,No framework,-Xmx512m -Xms512m,173948,0,17394.75,0.057,4,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Vert.x,-Xmx512m -Xms512m,90995,0,9099.48,0.110,1,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Vert.x,-Xmx512m -Xms512m,129452,0,12945.19,0.077,1,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Vert.x,-Xmx512m -Xms512m,92819,0,9281.89,0.108,4,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Vert.x,-Xmx512m -Xms512m,132290,0,13228.97,0.076,4,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Akka,-Xmx128m -Xms128m,9135,0,913.32,1.095,1,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Akka,-Xmx128m -Xms128m,9451,0,945.07,1.058,1,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Akka,-Xmx128m -Xms128m,8693,0,869.29,1.150,4,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Akka,-Xmx128m -Xms128m,9140,0,913.99,1.094,4,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Quarkus,-Xmx128m -Xms128m,47810,0,4780.96,0.209,1,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Quarkus,-Xmx128m -Xms128m,58817,0,5881.66,0.170,1,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Quarkus,-Xmx128m -Xms128m,48156,0,4815.59,0.208,4,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Quarkus,-Xmx128m -Xms128m,63127,0,6312.68,0.158,4,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Helidon SE,-Xmx128m -Xms128m,47361,0,4736.07,0.211,1,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Helidon SE,-Xmx128m -Xms128m,65366,0,6536.59,0.153,1,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Helidon SE,-Xmx128m -Xms128m,46902,0,4690.17,0.213,4,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Helidon SE,-Xmx128m -Xms128m,66415,0,6641.48,0.151,4,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Spring Boot,-Xmx128m -Xms128m,19713,0,1971.25,0.507,1,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Spring Boot,-Xmx128m -Xms128m,22147,0,2214.67,0.452,1,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Spring Boot,-Xmx128m -Xms128m,21663,0,2166.25,0.462,4,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Spring Boot,-Xmx128m -Xms128m,22676,0,2267.60,0.441,4,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Micronaut,-Xmx128m -Xms128m,29808,0,2980.77,0.335,1,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Micronaut,-Xmx128m -Xms128m,40852,0,4085.20,0.245,1,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Micronaut,-Xmx128m -Xms128m,31701,0,3170.04,0.315,4,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Micronaut,-Xmx128m -Xms128m,36241,0,3624.10,0.276,4,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Open Liberty,-Xmx128m -Xms128m,17496,0,1749.07,0.572,1,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Open Liberty,-Xmx128m -Xms128m,20574,0,2057.39,0.486,1,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Open Liberty,-Xmx128m -Xms128m,19683,0,1968.27,0.508,4,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Open Liberty,-Xmx128m -Xms128m,25760,0,2575.97,0.388,4,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Spring Boot WebFlux,-Xmx128m -Xms128m,32307,0,3230.68,0.310,1,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Spring Boot WebFlux,-Xmx128m -Xms128m,34319,0,3431.89,0.291,1,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Spring Boot WebFlux,-Xmx128m -Xms128m,32262,0,3221.89,0.310,4,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Spring Boot WebFlux,-Xmx128m -Xms128m,35884,0,3586.76,0.279,4,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,No framework,-Xmx128m -Xms128m,107476,0,10747.57,0.093,1,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,No framework,-Xmx128m -Xms128m,157512,0,15751.20,0.063,1,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,No framework,-Xmx128m -Xms128m,109465,0,10946.44,0.091,4,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,No framework,-Xmx128m -Xms128m,160514,0,16051.39,0.062,4,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Vert.x,-Xmx128m -Xms128m,88229,0,8822.88,0.113,1,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Vert.x,-Xmx128m -Xms128m,129040,0,12904.00,0.077,1,4,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Vert.x,-Xmx128m -Xms128m,90318,0,9031.78,0.111,4,1,10
openjdk_13_00,OpenJDK 13,13,Parallel GC,Parallel,Vert.x,-Xmx128m -Xms128m,129636,0,12963.58,0.077,4,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Akka,-Xmx512m -Xms512m,8970,0,896.97,1.115,1,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Akka,-Xmx512m -Xms512m,9147,0,914.68,1.093,1,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Akka,-Xmx512m -Xms512m,8997,0,899.70,1.111,4,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Akka,-Xmx512m -Xms512m,8504,0,850.40,1.176,4,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Quarkus,-Xmx512m -Xms512m,47100,0,4703.97,0.213,1,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Quarkus,-Xmx512m -Xms512m,60621,0,6054.30,0.165,1,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Quarkus,-Xmx512m -Xms512m,44857,0,4485.69,0.223,4,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Quarkus,-Xmx512m -Xms512m,60245,0,6024.49,0.166,4,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Helidon SE,-Xmx512m -Xms512m,46778,0,4677.80,0.214,1,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Helidon SE,-Xmx512m -Xms512m,61659,0,6165.90,0.162,1,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Helidon SE,-Xmx512m -Xms512m,49303,0,4930.29,0.203,4,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Helidon SE,-Xmx512m -Xms512m,61517,0,6151.69,0.163,4,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Spring Boot,-Xmx512m -Xms512m,21298,0,2129.75,0.470,1,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Spring Boot,-Xmx512m -Xms512m,23157,0,2315.63,0.432,1,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Spring Boot,-Xmx512m -Xms512m,19672,0,1967.17,0.508,4,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Spring Boot,-Xmx512m -Xms512m,23031,0,2303.08,0.434,4,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Micronaut,-Xmx512m -Xms512m,31486,0,3148.60,0.318,1,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Micronaut,-Xmx512m -Xms512m,39470,0,3946.99,0.253,1,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Micronaut,-Xmx512m -Xms512m,31780,0,3175.46,0.315,4,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Micronaut,-Xmx512m -Xms512m,35277,0,3527.68,0.283,4,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Open Liberty,-Xmx512m -Xms512m,21832,0,2183.17,0.458,1,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Open Liberty,-Xmx512m -Xms512m,22685,0,2268.48,0.441,1,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Open Liberty,-Xmx512m -Xms512m,24124,0,2412.40,0.415,4,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Open Liberty,-Xmx512m -Xms512m,22006,0,2200.60,0.454,4,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Spring Boot WebFlux,-Xmx512m -Xms512m,32979,0,3297.84,0.303,1,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Spring Boot WebFlux,-Xmx512m -Xms512m,34311,0,3431.10,0.291,1,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Spring Boot WebFlux,-Xmx512m -Xms512m,30378,0,3037.77,0.329,4,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Spring Boot WebFlux,-Xmx512m -Xms512m,37566,0,3756.59,0.266,4,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,No framework,-Xmx512m -Xms512m,108048,0,10804.79,0.093,1,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,No framework,-Xmx512m -Xms512m,183319,0,18331.88,0.055,1,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,No framework,-Xmx512m -Xms512m,109255,0,10925.50,0.092,4,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,No framework,-Xmx512m -Xms512m,170647,0,17064.65,0.059,4,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Vert.x,-Xmx512m -Xms512m,95539,0,9553.88,0.105,1,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Vert.x,-Xmx512m -Xms512m,125906,0,12590.59,0.079,1,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Vert.x,-Xmx512m -Xms512m,89396,0,8939.59,0.112,4,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Vert.x,-Xmx512m -Xms512m,129796,0,12979.58,0.077,4,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Akka,-Xmx128m -Xms128m,8519,0,851.87,1.174,1,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Akka,-Xmx128m -Xms128m,8721,0,872.07,1.147,1,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Akka,-Xmx128m -Xms128m,8916,0,891.57,1.122,4,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Akka,-Xmx128m -Xms128m,8893,0,889.22,1.125,4,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Quarkus,-Xmx128m -Xms128m,47159,0,4715.90,0.212,1,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Quarkus,-Xmx128m -Xms128m,47492,0,4749.17,0.211,1,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Quarkus,-Xmx128m -Xms128m,49087,0,4908.69,0.204,4,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Quarkus,-Xmx128m -Xms128m,59963,0,5992.28,0.167,4,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Helidon SE,-Xmx128m -Xms128m,44342,0,4434.20,0.226,1,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Helidon SE,-Xmx128m -Xms128m,59691,0,5969.10,0.168,1,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Helidon SE,-Xmx128m -Xms128m,43678,0,4367.78,0.229,4,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Helidon SE,-Xmx128m -Xms128m,61710,0,6170.99,0.162,4,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Spring Boot,-Xmx128m -Xms128m,20261,0,2026.04,0.494,1,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Spring Boot,-Xmx128m -Xms128m,22554,0,2255.35,0.443,1,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Spring Boot,-Xmx128m -Xms128m,20252,0,2025.16,0.494,4,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Spring Boot,-Xmx128m -Xms128m,22362,0,2236.16,0.447,4,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Micronaut,-Xmx128m -Xms128m,30958,0,3095.80,0.323,1,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Micronaut,-Xmx128m -Xms128m,35771,0,3577.08,0.280,1,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Micronaut,-Xmx128m -Xms128m,30483,0,3048.26,0.328,4,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Micronaut,-Xmx128m -Xms128m,35514,0,3551.38,0.282,4,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Open Liberty,-Xmx128m -Xms128m,17270,0,1727.00,0.579,1,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Open Liberty,-Xmx128m -Xms128m,20454,0,2045.39,0.489,1,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Open Liberty,-Xmx128m -Xms128m,22693,0,2269.26,0.441,4,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Open Liberty,-Xmx128m -Xms128m,25111,0,2511.07,0.398,4,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Spring Boot WebFlux,-Xmx128m -Xms128m,33340,0,3333.96,0.300,1,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Spring Boot WebFlux,-Xmx128m -Xms128m,36825,0,3682.27,0.272,1,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Spring Boot WebFlux,-Xmx128m -Xms128m,33361,0,3336.09,0.300,4,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Spring Boot WebFlux,-Xmx128m -Xms128m,34447,0,3444.66,0.290,4,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,No framework,-Xmx128m -Xms128m,109286,0,10928.55,0.092,1,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,No framework,-Xmx128m -Xms128m,183322,0,18332.17,0.055,1,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,No framework,-Xmx128m -Xms128m,109083,0,10908.25,0.092,4,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,No framework,-Xmx128m -Xms128m,163859,0,16385.84,0.061,4,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Vert.x,-Xmx128m -Xms128m,94054,0,9405.39,0.106,1,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Vert.x,-Xmx128m -Xms128m,128930,0,12892.97,0.078,1,4,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Vert.x,-Xmx128m -Xms128m,93071,0,9307.08,0.107,4,1,10
openjdk_13_00,OpenJDK 13,13,Serial GC,Serial,Vert.x,-Xmx128m -Xms128m,128551,0,12855.08,0.078,4,4,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Akka,-Xmx512m -Xms512m,8666,0,866.23,1.154,1,1,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Akka,-Xmx512m -Xms512m,9495,0,949.48,1.053,1,4,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Akka,-Xmx512m -Xms512m,7643,0,764.29,1.308,4,1,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Akka,-Xmx512m -Xms512m,8740,0,873.85,1.144,4,4,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Quarkus,-Xmx512m -Xms512m,45599,0,4559.86,0.219,1,1,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Quarkus,-Xmx512m -Xms512m,52380,0,5207.35,0.192,1,4,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Quarkus,-Xmx512m -Xms512m,45690,0,4568.99,0.219,4,1,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Quarkus,-Xmx512m -Xms512m,61893,0,6189.28,0.162,4,4,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Helidon SE,-Xmx512m -Xms512m,48817,0,4881.68,0.205,1,1,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Helidon SE,-Xmx512m -Xms512m,56830,0,5683.00,0.176,1,4,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Helidon SE,-Xmx512m -Xms512m,46292,0,4629.17,0.216,4,1,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Helidon SE,-Xmx512m -Xms512m,58432,0,5843.19,0.171,4,4,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Spring Boot,-Xmx512m -Xms512m,19755,0,1975.48,0.506,1,1,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Spring Boot,-Xmx512m -Xms512m,22975,0,2297.48,0.435,1,4,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Spring Boot,-Xmx512m -Xms512m,20403,0,2040.26,0.490,4,1,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Spring Boot,-Xmx512m -Xms512m,21353,0,2135.26,0.468,4,4,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Micronaut,-Xmx512m -Xms512m,30432,0,3043.18,0.329,1,1,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Micronaut,-Xmx512m -Xms512m,35327,0,3532.67,0.283,1,4,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Micronaut,-Xmx512m -Xms512m,32671,0,3267.06,0.306,4,1,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Micronaut,-Xmx512m -Xms512m,36520,0,3651.94,0.274,4,4,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Open Liberty,-Xmx512m -Xms512m,18036,0,1803.58,0.554,1,1,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Open Liberty,-Xmx512m -Xms512m,24021,0,2402.08,0.416,1,4,10
openjdk_13_00,OpenJDK 13,13,Concurrent Mark Sweep,CMS,Open Liberty,-Xmx512m -Xms512m,21246,0,2124.59,0.471,4,1,10
