jvm_short,jvm_descr,jvm_vendor,jvm_major_version,gc_descr,gc_short,framework,memflag,compl_req,failed_req,req_per_sec,time_per_req_avg,cpus,concurrency,duration
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx512m -Xms512m,25007,0,1250.34,0.800,1,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx512m -Xms512m,25907,0,1295.33,0.772,1,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx512m -Xms512m,24410,0,1220.48,0.819,1,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx512m -Xms512m,25000,0,1250.00,0.800,4,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx512m -Xms512m,24228,0,1211.38,0.826,4,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx512m -Xms512m,25023,0,1251.13,0.799,4,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx512m -Xms512m,26252,0,1312.58,0.762,8,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx512m -Xms512m,24553,0,1227.60,0.815,8,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx512m -Xms512m,25124,0,1256.20,0.796,8,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Quarkus,-Xmx512m -Xms512m,101880,0,5093.99,0.196,1,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Quarkus,-Xmx512m -Xms512m,97573,0,4871.09,0.205,1,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Quarkus,-Xmx512m -Xms512m,83802,0,4161.16,0.240,1,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Quarkus,-Xmx512m -Xms512m,94283,0,4714.14,0.212,4,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Quarkus,-Xmx512m -Xms512m,96522,0,4826.09,0.207,4,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Quarkus,-Xmx512m -Xms512m,83923,0,4173.07,0.240,4,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Quarkus,-Xmx512m -Xms512m,99455,0,4972.74,0.201,8,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Quarkus,-Xmx512m -Xms512m,98504,0,4925.19,0.203,8,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Quarkus,-Xmx512m -Xms512m,79680,0,3980.95,0.251,8,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Helidon SE,-Xmx512m -Xms512m,143525,0,7176.25,0.139,1,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Helidon SE,-Xmx512m -Xms512m,167150,0,8357.50,0.120,1,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Helidon SE,-Xmx512m -Xms512m,184645,0,9232.25,0.108,1,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Helidon SE,-Xmx512m -Xms512m,147175,0,7358.73,0.136,4,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Helidon SE,-Xmx512m -Xms512m,156478,0,7823.90,0.128,4,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Helidon SE,-Xmx512m -Xms512m,167584,0,8379.19,0.119,4,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Helidon SE,-Xmx512m -Xms512m,126177,0,6308.84,0.159,8,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Helidon SE,-Xmx512m -Xms512m,174521,0,8726.04,0.115,8,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Helidon SE,-Xmx512m -Xms512m,190178,0,9508.90,0.105,8,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot,-Xmx512m -Xms512m,43820,0,2190.97,0.456,1,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot,-Xmx512m -Xms512m,47806,0,2390.28,0.418,1,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot,-Xmx512m -Xms512m,44857,0,2242.83,0.446,1,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot,-Xmx512m -Xms512m,43295,0,2164.74,0.462,4,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot,-Xmx512m -Xms512m,45183,0,2259.13,0.443,4,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot,-Xmx512m -Xms512m,43233,0,2161.65,0.463,4,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot,-Xmx512m -Xms512m,43525,0,2176.22,0.460,8,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot,-Xmx512m -Xms512m,45368,0,2268.38,0.441,8,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot,-Xmx512m -Xms512m,46507,0,2325.35,0.430,8,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Micronaut,-Xmx512m -Xms512m,74137,0,3706.83,0.270,1,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Micronaut,-Xmx512m -Xms512m,82742,0,4137.08,0.242,1,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Micronaut,-Xmx512m -Xms512m,88515,0,4425.75,0.226,1,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Micronaut,-Xmx512m -Xms512m,79584,0,3979.20,0.251,4,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Micronaut,-Xmx512m -Xms512m,90293,0,4514.61,0.222,4,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Micronaut,-Xmx512m -Xms512m,83809,0,4190.37,0.239,4,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Micronaut,-Xmx512m -Xms512m,73007,0,3650.34,0.274,8,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Micronaut,-Xmx512m -Xms512m,92059,0,4602.95,0.217,8,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Micronaut,-Xmx512m -Xms512m,89291,0,4463.06,0.224,8,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Open Liberty,-Xmx512m -Xms512m,52291,0,2613.85,0.383,1,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Open Liberty,-Xmx512m -Xms512m,51513,0,2575.63,0.388,1,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Open Liberty,-Xmx512m -Xms512m,57080,0,2853.98,0.350,1,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Open Liberty,-Xmx512m -Xms512m,52686,0,2634.29,0.380,4,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Open Liberty,-Xmx512m -Xms512m,57160,0,2857.99,0.350,4,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Open Liberty,-Xmx512m -Xms512m,54756,0,2737.20,0.365,4,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Open Liberty,-Xmx512m -Xms512m,50657,0,2532.73,0.395,8,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Open Liberty,-Xmx512m -Xms512m,50327,0,2516.33,0.397,8,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Open Liberty,-Xmx512m -Xms512m,53381,0,2669.04,0.375,8,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot WebFlux,-Xmx512m -Xms512m,66247,0,3312.34,0.302,1,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot WebFlux,-Xmx512m -Xms512m,71463,0,3573.15,0.280,1,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot WebFlux,-Xmx512m -Xms512m,77699,0,3884.92,0.257,1,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot WebFlux,-Xmx512m -Xms512m,72728,0,3636.38,0.275,4,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot WebFlux,-Xmx512m -Xms512m,71749,0,3587.44,0.279,4,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot WebFlux,-Xmx512m -Xms512m,71326,0,3566.30,0.280,4,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot WebFlux,-Xmx512m -Xms512m,69115,0,3455.74,0.289,8,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot WebFlux,-Xmx512m -Xms512m,74174,0,3708.26,0.270,8,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot WebFlux,-Xmx512m -Xms512m,69490,0,3474.48,0.288,8,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,No framework,-Xmx512m -Xms512m,211614,0,10580.70,0.095,1,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,No framework,-Xmx512m -Xms512m,304828,0,15241.39,0.066,1,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,No framework,-Xmx512m -Xms512m,296418,0,14820.90,0.067,1,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,No framework,-Xmx512m -Xms512m,221954,0,11097.69,0.090,4,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,No framework,-Xmx512m -Xms512m,306964,0,15348.18,0.065,4,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,No framework,-Xmx512m -Xms512m,294910,0,14745.49,0.068,4,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,No framework,-Xmx512m -Xms512m,224457,0,11222.84,0.089,8,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,No framework,-Xmx512m -Xms512m,289319,0,14465.95,0.069,8,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,No framework,-Xmx512m -Xms512m,310701,0,15535.05,0.064,8,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Vert.x,-Xmx512m -Xms512m,212083,0,10604.15,0.094,1,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Vert.x,-Xmx512m -Xms512m,293630,0,14681.49,0.068,1,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Vert.x,-Xmx512m -Xms512m,321918,0,16095.89,0.062,1,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Vert.x,-Xmx512m -Xms512m,214197,0,10709.82,0.093,4,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Vert.x,-Xmx512m -Xms512m,297394,0,14869.70,0.067,4,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Vert.x,-Xmx512m -Xms512m,309025,0,15451.24,0.065,4,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Vert.x,-Xmx512m -Xms512m,208252,0,10412.60,0.096,8,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Vert.x,-Xmx512m -Xms512m,299533,0,14976.63,0.067,8,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Vert.x,-Xmx512m -Xms512m,310417,0,15520.81,0.064,8,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx128m -Xms128m,21573,0,1078.64,0.927,1,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx128m -Xms128m,21880,0,1091.08,0.917,1,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx128m -Xms128m,22264,0,1113.17,0.898,1,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx128m -Xms128m,19406,0,970.29,1.031,4,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx128m -Xms128m,21902,0,1092.50,0.915,4,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx128m -Xms128m,20747,0,1037.35,0.964,4,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx128m -Xms128m,19922,0,996.09,1.004,8,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx128m -Xms128m,21245,0,1061.74,0.942,8,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx128m -Xms128m,21116,0,1055.71,0.947,8,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Quarkus,-Xmx128m -Xms128m,83435,0,4170.64,0.240,1,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Quarkus,-Xmx128m -Xms128m,84358,0,4216.61,0.237,1,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Quarkus,-Xmx128m -Xms128m,64511,0,3225.08,0.310,1,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Quarkus,-Xmx128m -Xms128m,81107,0,4053.94,0.247,4,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Quarkus,-Xmx128m -Xms128m,86266,0,4309.09,0.232,4,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Quarkus,-Xmx128m -Xms128m,71549,0,3561.40,0.281,4,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Quarkus,-Xmx128m -Xms128m,81717,0,4084.64,0.245,8,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Quarkus,-Xmx128m -Xms128m,99088,0,4949.61,0.202,8,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Quarkus,-Xmx128m -Xms128m,68728,0,3434.14,0.291,8,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Helidon SE,-Xmx128m -Xms128m,108314,0,5410.19,0.185,1,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Helidon SE,-Xmx128m -Xms128m,108488,0,5424.39,0.184,1,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Helidon SE,-Xmx128m -Xms128m,89035,0,4449.57,0.225,1,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Helidon SE,-Xmx128m -Xms128m,99072,0,4947.96,0.202,4,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Helidon SE,-Xmx128m -Xms128m,111130,0,5553.79,0.180,4,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Helidon SE,-Xmx128m -Xms128m,126016,0,6298.76,0.159,4,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Helidon SE,-Xmx128m -Xms128m,123132,0,6153.34,0.163,8,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Helidon SE,-Xmx128m -Xms128m,96335,0,4813.48,0.208,8,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Helidon SE,-Xmx128m -Xms128m,106290,0,5311.37,0.188,8,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot,-Xmx128m -Xms128m,37328,0,1866.40,0.536,1,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot,-Xmx128m -Xms128m,42640,0,2127.37,0.470,1,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot,-Xmx128m -Xms128m,41411,0,2070.55,0.483,1,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot,-Xmx128m -Xms128m,33194,0,1659.36,0.603,4,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot,-Xmx128m -Xms128m,41731,0,2085.72,0.479,4,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot,-Xmx128m -Xms128m,40582,0,2029.09,0.493,4,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot,-Xmx128m -Xms128m,35841,0,1791.20,0.558,8,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot,-Xmx128m -Xms128m,43036,0,2151.78,0.465,8,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot,-Xmx128m -Xms128m,41484,0,2074.20,0.482,8,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Micronaut,-Xmx128m -Xms128m,55382,0,2767.67,0.361,1,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Micronaut,-Xmx128m -Xms128m,63908,0,3195.40,0.313,1,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Micronaut,-Xmx128m -Xms128m,64579,0,3228.94,0.310,1,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Micronaut,-Xmx128m -Xms128m,50828,0,2540.87,0.394,4,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Micronaut,-Xmx128m -Xms128m,61844,0,3091.29,0.323,4,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Micronaut,-Xmx128m -Xms128m,64853,0,3239.16,0.309,4,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Micronaut,-Xmx128m -Xms128m,54354,0,2717.68,0.368,8,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Micronaut,-Xmx128m -Xms128m,63361,0,3165.38,0.316,8,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Micronaut,-Xmx128m -Xms128m,71723,0,3585.00,0.279,8,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Open Liberty,-Xmx128m -Xms128m,20195,0,1006.93,0.993,1,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Open Liberty,-Xmx128m -Xms128m,19048,0,951.17,1.051,1,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Open Liberty,-Xmx128m -Xms128m,17540,0,874.41,1.144,1,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Open Liberty,-Xmx128m -Xms128m,21782,0,1086.64,0.920,4,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Open Liberty,-Xmx128m -Xms128m,19607,0,980.35,1.020,4,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Open Liberty,-Xmx128m -Xms128m,18303,0,913.97,1.094,4,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Open Liberty,-Xmx128m -Xms128m,24148,0,1206.94,0.829,8,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Open Liberty,-Xmx128m -Xms128m,17287,0,864.35,1.157,8,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Open Liberty,-Xmx128m -Xms128m,18694,0,932.63,1.072,8,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot WebFlux,-Xmx128m -Xms128m,49874,0,2493.69,0.401,1,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot WebFlux,-Xmx128m -Xms128m,55333,0,2755.82,0.363,1,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot WebFlux,-Xmx128m -Xms128m,57146,0,2857.12,0.350,1,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot WebFlux,-Xmx128m -Xms128m,49076,0,2453.72,0.408,4,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot WebFlux,-Xmx128m -Xms128m,55425,0,2771.25,0.361,4,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot WebFlux,-Xmx128m -Xms128m,59889,0,2990.08,0.334,4,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot WebFlux,-Xmx128m -Xms128m,48885,0,2441.60,0.410,8,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot WebFlux,-Xmx128m -Xms128m,58633,0,2930.67,0.341,8,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Spring Boot WebFlux,-Xmx128m -Xms128m,56115,0,2799.77,0.357,8,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,No framework,-Xmx128m -Xms128m,203256,0,10160.10,0.098,1,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,No framework,-Xmx128m -Xms128m,281836,0,14070.46,0.071,1,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,No framework,-Xmx128m -Xms128m,305536,0,15263.46,0.066,1,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,No framework,-Xmx128m -Xms128m,196898,0,9838.38,0.102,4,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,No framework,-Xmx128m -Xms128m,249965,0,12489.38,0.080,4,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,No framework,-Xmx128m -Xms128m,283421,0,14151.39,0.071,4,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,No framework,-Xmx128m -Xms128m,200991,0,10046.77,0.100,8,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,No framework,-Xmx128m -Xms128m,273150,0,13656.22,0.073,8,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,No framework,-Xmx128m -Xms128m,297720,0,14886.00,0.067,8,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Vert.x,-Xmx128m -Xms128m,165475,0,8273.74,0.121,1,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Vert.x,-Xmx128m -Xms128m,200768,0,10033.54,0.100,1,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Vert.x,-Xmx128m -Xms128m,233780,0,11674.96,0.086,1,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Vert.x,-Xmx128m -Xms128m,167946,0,8392.46,0.119,4,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Vert.x,-Xmx128m -Xms128m,196153,0,9793.22,0.102,4,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Vert.x,-Xmx128m -Xms128m,238746,0,11924.02,0.084,4,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Vert.x,-Xmx128m -Xms128m,171910,0,8590.30,0.116,8,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Vert.x,-Xmx128m -Xms128m,200857,0,10042.85,0.100,8,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Vert.x,-Xmx128m -Xms128m,225045,0,11241.01,0.089,8,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx50m -Xms50m,FAILED,FAILED,FAILED,FAILED,1,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx50m -Xms50m,FAILED,FAILED,FAILED,FAILED,1,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx50m -Xms50m,FAILED,FAILED,FAILED,FAILED,1,8,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx50m -Xms50m,FAILED,FAILED,FAILED,FAILED,4,1,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx50m -Xms50m,FAILED,FAILED,FAILED,FAILED,4,4,20
openjdk_13_33,OpenJDK 13,OpenJDK,13,Z Garbage Collector,ZGC,Akka,-Xmx50m -Xms50m,FAILED,FAILED,FAILED,FAILED,4,8,20
